Id,SalePrice
1001,117027.42865
1002,87883.1556325
1003,189600.124306
1004,201810.768337
1005,181536.491456
1006,121750.413605
1007,199161.288972
1008,134076.252392
1009,205266.610988
1010,183609.997046
1011,154696.113538
1012,199967.652257
1013,181306.101946
1014,126012.619541
1015,132924.304841
1016,200082.847012
1017,181536.491456
1018,164948.446734
1019,177850.259295
1020,181766.880966
1021,138684.042592
1022,148821.181033
1023,152046.634173
1024,181536.491456
1025,342117.97994
1026,109885.353839
1027,153889.750253
1028,197894.146667
1029,166791.562814
1030,148590.791523
1031,230379.06758
1032,363313.814862
1033,298574.362546
1034,198815.704707
1035,118179.3762
1036,105623.147904
1037,194899.083037
1038,268969.310508
1039,163105.330654
1040,80856.2755769
1041,215979.723204
1042,196281.420097
1043,158727.929964
1044,276572.164339
1045,299035.141566
1046,207916.090353
1047,338662.13729
1048,122326.387381
1049,212293.491043
1050,115414.70208
1051,158267.150944
1052,159879.877514
1053,236023.610575
1054,184070.776066
1055,237405.947636
1056,183725.191801
1057,165409.225754
1058,221393.876689
1059,259868.924863
1060,237636.337146
1061,162414.162124
1062,111267.6909
1063,277493.722379
1064,135343.394697
1065,141218.327202
1066,268623.726243
1067,189254.540041
1068,193862.330242
1069,298689.557301
1070,111152.496145
1071,129007.683171
1072,187526.618716
1073,176007.143215
1074,172551.300565
1075,151125.076133
1076,208722.453638
1077,177159.090765
1078,134537.031412
1079,105968.732169
1080,122326.387381
1081,153198.581723
1082,128086.125131
1083,176352.72748
1084,152392.218438
1085,180845.322926
1086,123017.555911
1087,134076.252392
1088,233258.936455
1089,205151.416233
1090,151931.439418
1091,128086.125131
1092,152507.413193
1093,203423.494908
1094,146517.285933
1095,116105.87061
1096,159649.488004
1097,164372.472959
1098,133615.473372
1099,160801.435554
1100,192710.382692
1101,58738.8826149
1102,117718.59718
1103,138914.432102
1104,145826.117403
1105,158267.150944
1106,310324.227557
1107,174394.416645
1108,241092.179796
1109,202962.715888
1110,219781.150119
1111,199276.483727
1112,234526.07876
1113,102282.500009
1114,124399.892971
1115,104240.810844
1116,208031.285108
1117,171744.93728
1118,111267.6909
1119,192710.382692
1120,128086.125131
1121,124860.671991
1122,187065.839696
1123,118870.54473
1124,88689.5189176
1125,179002.206845
1126,124054.308706
1127,187411.423961
1128,184531.555086
1129,233950.104985
1130,116105.87061
1131,236484.389596
1132,120483.2713
1133,262863.988493
1134,240976.985041
1135,192595.187937
1136,121865.60836
1137,152507.413193
1138,125782.230031
1139,188793.761021
1140,142715.859017
1141,117948.98669
1142,223467.382279
1143,334054.347089
1144,124169.503461
1145,114723.53355
1146,189830.513816
1147,157806.371924
1148,188448.176756
1149,136264.952737
1150,179002.206845
1151,115645.09159
1152,177159.090765
1153,216901.281244
1154,102282.500009
1155,217938.034039
1156,173818.44287
1157,154004.945008
1158,159649.488004
1159,190291.292836
1160,224388.940319
1161,176007.143215
1162,197202.978137
1163,111267.6909
1164,153198.581723
1165,173242.469095
1166,181306.101946
1167,203423.494908
1168,200774.015542
1169,251114.123482
1170,426094.956342
1171,137071.316022
1172,153544.165988
1173,152277.023683
1174,363774.593882
1175,278415.280419
1176,339122.91631
1177,114608.338795
1178,149281.960053
1179,162990.135899
1180,137762.484552
1181,297883.194016
1182,198585.315197
1183,523895.303346
1184,138453.653082
1185,189369.734796
1186,148936.375788
1187,203999.468683
1188,195359.862057
1189,199506.873237
1190,216094.917959
1191,195129.472547
1192,174279.22189
1193,177850.259295
1194,149281.960053
1195,164026.888694
1196,176007.143215
1197,222891.408504
1198,202962.715888
1199,147899.622993
1200,167482.731344
1201,107811.848249
