Id,SalePrice
1461,117796.192127
1462,161178.345473
1463,188351.179618
1464,195170.133683
1465,198455.658689
1466,179180.143279
1467,176456.798928
1468,169314.850417
1469,198008.555614
1470,117192.518862
1471,205735.187309
1472,96911.7344869
1473,97040.1991611
1474,150025.623561
1475,112299.668396
1476,366841.621571
1477,246538.968576
1478,303297.949033
1479,300516.368742
1480,507124.52426
1481,344164.293066
1482,218454.883108
1483,175930.251698
1484,166349.976143
1485,179963.069232
1486,199124.308045
1487,325271.228017
1488,237778.003971
1489,193386.957243
1490,210855.121547
1491,199391.263755
1492,91744.6033404
1493,203487.427834
1494,310836.080755
1495,308981.393002
1496,225968.347527
1497,180277.932198
1498,163562.681183
1499,161062.818066
1500,150704.487324
1501,171151.845017
1502,147521.107664
1503,286508.229385
1504,238168.598302
1505,220337.132164
1506,181408.28111
1507,235872.306885
1508,203870.525769
1509,164725.791928
1510,144074.133355
1511,144205.042085
1512,163422.899534
1513,148679.783755
1514,170749.304402
1515,207930.278133
1516,156242.467696
1517,171972.940717
1518,135440.237672
1519,221604.498044
1520,131763.911981
1521,135864.645217
1522,176853.949584
1523,107948.599658
1524,117582.895337
1525,119154.940775
1526,127687.661387
1527,100234.628763
1528,141742.495691
1529,142176.212622
1530,177780.411887
1531,111431.907912
1532,101131.931071
1533,134063.324529
1534,126943.74292
1535,159838.946667
1536,110754.156118
1537,73204.1544629
1538,158779.655171
1539,196681.689504
1540,110732.00496
1541,157627.151439
1542,143611.474823
1543,205715.903018
1544,77511.4905764
1545,111599.108981
1546,135874.068858
1547,128923.177198
1548,128387.197938
1549,111733.006701
1550,136187.628262
1551,125720.497687
1552,135214.901434
1553,139791.881511
1554,114712.49274
1555,172485.229499
1556,102081.512762
1557,94747.1803308
1558,98849.6651861
1559,99557.8810984
1560,138170.878836
1561,136787.941899
1562,127088.439946
1563,118350.387491
1564,158420.400935
1565,158402.649301
1566,235430.021955
1567,79823.2707471
1568,227095.520667
1569,144349.608663
1570,139419.01028
1571,128660.343069
1572,145366.232345
1573,250894.792727
1574,126475.97359
1575,222500.195936
1576,229846.017714
1577,185085.668858
1578,138917.384739
1579,145540.706267
1580,206104.65129
1581,146775.726554
1582,123649.991131
1583,314911.111949
1584,222500.034027
1585,141060.989265
1586,68514.5415356
1587,103184.534986
1588,146995.973188
1589,98133.5505088
1590,131551.235849
1591,95613.1937737
1592,122214.010669
1593,121550.018958
1594,120819.175889
1595,124357.315492
1596,225387.645206
1597,186430.222222
1598,200061.451606
1599,178824.257207
1600,174577.892753
1601,64227.0299445
1602,117989.338507
1603,80676.4025955
1604,264484.230047
1605,264366.756848
1606,164505.1536
1607,160674.292697
1608,214000.695324
1609,186795.37426
1610,152784.421337
1611,143414.613846
1612,170305.995865
1613,160320.856123
1614,117349.015691
1615,84009.9267414
1616,79411.8733506
1617,90785.3962073
1618,123166.962662
1619,129070.05699
1620,181595.014849
1621,146956.331105
1622,148438.056876
1623,286423.562341
1624,221196.63289
1625,125519.720375
1626,171307.620957
1627,193916.700451
1628,301559.002321
1629,188191.166935
1630,351338.544155
1631,229050.692712
1632,257410.469518
1633,172474.513666
1634,184872.89473
1635,186784.98978
1636,156451.553163
1637,187321.85504
1638,206580.832128
1639,177938.975888
1640,257289.414798
1641,189143.87648
1642,229598.388232
1643,227386.010309
1644,238080.153201
1645,178099.360374
1646,158645.357554
1647,169412.413701
1648,132770.983848
1649,131867.131725
1650,113151.031696
1651,121084.740949
1652,99002.7338542
