Id,SalePrice
1461,113941.945301
1462,156344.897513
1463,182319.54172
1464,199753.048905
1465,207677.411529
1466,174012.915995
1467,175509.033528
1468,166452.661166
1469,205557.605681
1470,113653.053875
1471,200839.179271
1472,102198.926557
1473,96842.5404241
1474,149356.299746
1475,112228.889363
1476,358361.343114
1477,249465.97063
1478,323826.346526
1479,308003.433692
1480,454368.968695
1481,325738.446049
1482,230391.851154
1483,182345.116655
1484,168265.51507
1485,208674.258829
1486,204343.82775
1487,315107.799945
1488,236147.204596
1489,184206.242585
1490,213303.012234
1491,201102.237791
1492,95182.8638737
1493,210018.185721
1494,307572.574822
1495,303843.252817
1496,224674.418478
1497,177164.912113
1498,167228.111151
1499,165900.312788
1500,154162.226032
1501,166050.20944
1502,154491.405448
1503,279460.902614
1504,241850.151311
1505,218302.113854
1506,184641.177604
1507,240243.364934
1508,205054.050258
1509,164865.702893
1510,141998.287591
1511,142601.460127
1512,163408.030638
1513,154517.681234
1514,158466.283904
1515,200635.112259
1516,162640.818933
1517,172376.802388
1518,139440.799111
1519,212433.666697
1520,124414.401535
1521,130989.414749
1522,182270.878616
1523,105313.672891
1524,120689.551206
1525,115283.150137
1526,122314.380741
1527,100557.549329
1528,144806.397148
1529,138217.306567
1530,177531.847331
1531,121681.415739
1532,95507.45676
1533,134590.738636
1534,123945.058058
1535,161992.565888
1536,112247.484425
1537,72432.3919466
1538,151789.544376
1539,192669.481508
1540,108621.329429
1541,155593.364802
1542,142690.704676
1543,182516.89893
1544,79862.0595173
1545,113809.004254
1546,136158.016869
1547,127888.712603
1548,127932.654531
1549,114050.828339
1550,133207.284982
1551,123231.940051
1552,131463.19113
1553,134086.870731
1554,116297.649009
1555,167751.211924
1556,99780.4871082
1557,100014.496124
1558,104646.719664
1559,95496.1237783
1560,146939.405047
1561,125211.142852
1562,130015.886662
1563,118501.366746
1564,158774.986262
1565,155938.047848
1566,237164.256509
1567,79378.5996239
1568,228261.933118
1569,142898.150707
1570,146515.701572
1571,137018.776338
1572,141334.799245
1573,243039.741325
1574,133294.992547
1575,220283.74492
1576,232194.501169
1577,181853.992958
1578,143839.758148
1579,142356.329465
1580,207543.143764
1581,148230.980933
1582,120520.651706
1583,292460.107578
1584,217594.78429
1585,138715.826803
1586,68536.8520567
1587,109741.774161
1588,142338.594255
1589,99721.8340398
