Id,SalePrice
1461,115869.471081
1462,159923.153187
1463,177907.970708
1464,200280.113385
1465,189823.935994
1466,176660.895077
1467,170294.076894
1468,168647.661142
1469,202242.604075
1470,112767.059664
1471,195465.640048
1472,94469.3494736
1473,93340.2458467
1474,151367.453804
1475,124167.951457
1476,379727.930496
1477,253694.247176
1478,309150.396198
1479,316763.505336
1480,487114.598908
1481,342807.524996
1482,229508.146625
1483,184430.721107
1484,174901.981102
1485,185542.251264
1486,198280.687423
1487,329334.190504
1488,241076.850432
1489,190737.486156
1490,205706.818013
1491,198683.378148
1492,88239.9120807
1493,206429.938837
1494,284252.221562
1495,292044.271984
1496,219358.528955
1497,173762.228195
1498,162808.001836
1499,153204.702966
1500,145365.924544
1501,163861.156266
1502,147717.916438
1503,278062.32344
1504,229706.730286
1505,213413.7781
1506,185252.480282
1507,243570.450759
1508,192818.723841
1509,162075.11844
1510,137500.434748
1511,135384.773823
1512,162996.856355
1513,147642.145219
1514,151535.684822
1515,198876.437123
1516,155254.895151
1517,169070.049417
1518,143519.854867
1519,208907.349765
1520,123280.193666
1521,129763.057922
1522,165252.983417
1523,109267.893186
1524,119895.985796
1525,115828.275226
1526,122812.169037
1527,94138.1563282
1528,135091.756562
1529,144704.473144
1530,172978.662279
1531,103310.401606
1532,93054.5278579
1533,136932.921664
1534,123274.326907
1535,159509.139563
1536,113828.37425
1537,74687.4079436
1538,156414.38491
1539,189288.989594
1540,114726.918304
1541,150507.721323
1542,143060.523883
1543,203056.095891
1544,68475.9059479
1545,107088.806329
1546,127926.173731
1547,128374.669091
1548,120848.457324
1549,105987.344318
1550,124506.131521
1551,113283.375251
1552,133814.719047
1553,140779.963987
1554,120909.750069
1555,163450.072054
1556,103751.200456
1557,105280.899314
1558,97743.3038905
1559,97870.4665545
1560,133245.428089
1561,126854.055428
1562,131608.998611
1563,116397.896746
1564,163326.656775
1565,144017.990433
1566,229118.228602
1567,78519.98017
1568,210102.369625
1569,141960.524635
1570,144462.302047
1571,125242.104346
1572,144156.272912
1573,263746.580444
1574,142668.188348
1575,218058.298195
1576,227529.272711
1577,193263.773373
1578,148518.310042
1579,135241.845615
1580,192427.202292
1581,151069.24546
1582,123429.295341
