Id,SalePrice
1461,116674.226562
1462,163823.84375
1463,175792.015625
1464,194402.625
1465,181344.234375
1466,177571.84375
1467,171662.828125
1468,166534.984375
1469,199662.140625
1470,117398.15625
1471,193368.46875
1472,91698.8203125
1473,92271.4765625
1474,152063.953125
1475,126499.71875
1476,400343.34375
1477,256297.9375
1478,291165.15625
1479,313122.96875
1480,522479.90625
1481,363196.4375
1482,222006.71875
1483,181822.359375
1484,175448.015625
1485,178322.4375
1486,192646.734375
1487,329648.71875
1488,238320.453125
1489,195096.3125
1490,199931.5625
1491,195139.859375
1492,86521.140625
1493,198670.84375
1494,282255.9375
1495,293167.6875
1496,216792.609375
1497,168168.953125
1498,159570.609375
1499,146578.875
1500,140250.15625
1501,165508.375
1502,144049.40625
1503,283167.25
1504,229279.734375
1505,217323.359375
1506,179244.0
1507,256068.765625
1508,191125.671875
1509,162142.84375
1510,139090.53125
1511,136609.859375
1512,164444.328125
1513,145865.046875
1514,146549.953125
1515,199766.515625
1516,149239.859375
1517,160036.34375
1518,142823.75
1519,214770.984375
1520,127310.226562
1521,133760.140625
1522,160047.03125
1523,109294.242188
1524,119370.820312
1525,114806.773438
1526,127548.539062
1527,89088.25
1528,131596.859375
1529,149836.25
1530,166734.109375
1531,95543.3828125
1532,95978.0859375
1533,137547.171875
1534,119675.734375
1535,161920.484375
1536,113024.59375
1537,75630.5703125
1538,160343.09375
1539,193761.46875
1540,116822.867188
1541,149429.125
1542,147228.65625
1543,231393.5625
1544,63343.8164062
1545,104290.789062
1546,121629.0
1547,127279.632812
1548,118941.953125
1549,102304.546875
1550,124891.171875
1551,117003.828125
1552,136982.1875
1553,143547.34375
1554,121931.421875
1555,168379.8125
1556,105152.367188
1557,110080.984375
1558,97515.46875
1559,99258.203125
1560,128121.53125
1561,128454.679688
1562,131569.0
1563,116777.640625
1564,165128.71875
1565,138504.53125
1566,222255.640625
1567,77458.21875
1568,208380.46875
1569,141027.671875
1570,139754.8125
1571,123826.289062
1572,149482.578125
1573,279693.75
1574,140822.171875
1575,211444.5
1576,220722.765625
1577,198780.390625
1578,152161.140625
1579,131329.1875
1580,188945.84375
1581,148487.421875
1582,124124.710938
1583,307812.5
1584,228713.453125
1585,146417.796875
1586,68650.8828125
1587,103268.609375
1588,147516.625
1589,105810.453125
1590,137914.5625
1591,104657.242188
1592,123195.296875
1593,127218.59375
1594,137258.375
1595,137998.109375
1596,230693.765625
1597,191462.265625
1598,190974.8125
1599,184426.75
1600,180414.984375
1601,61540.2539062
1602,109613.132812
1603,78162.0546875
1604,269294.03125
1605,244538.8125
1606,159933.5
1607,185367.296875
1608,215120.28125
1609,192121.46875
1610,146385.265625
1611,146701.25
1612,171763.53125
1613,164620.21875
1614,124478.4375
1615,85210.140625
1616,85266.4765625
1617,90948.6015625
1618,126388.054688
1619,139945.9375
1620,191528.921875
1621,140235.3125
1622,139018.109375
1623,286391.21875
1624,211870.203125
1625,131159.34375
1626,153785.71875
1627,165998.078125
1628,284861.4375
1629,170825.859375
1630,339714.15625
1631,218490.640625
1632,241934.0625
1633,166508.625
1634,180559.578125
1635,177125.84375
1636,163148.265625
1637,181407.375
1638,211377.359375
1639,179138.5625
1640,257578.484375
1641,168906.703125
1642,225120.78125
1643,224761.234375
1644,229770.71875
1645,174713.171875
1646,158532.484375
1647,161858.109375
1648,141683.640625
1649,135103.453125
1650,114026.375
1651,121890.851562
1652,91249.375
1653,95359.234375
1654,149025.953125
1655,140342.875
1656,146314.359375
1657,146367.8125
1658,151444.8125
1659,124188.765625
1660,144587.40625
1661,419260.25
1662,393872.4375
1663,371620.4375
1664,518287.875
1665,297514.75
1666,315666.71875
1667,375125.96875
1668,323118.625
1669,294600.6875
1670,334222.59375
1671,240375.015625
1672,443537.53125
1673,302848.1875
1674,235898.90625
1675,179271.515625
1676,184490.953125
1677,211796.265625
1678,477437.75
1679,417446.125
1680,358476.53125
1681,254196.234375
1682,293968.125
1683,174033.03125
1684,183623.484375
1685,168606.390625
1686,177066.5625
1687,166958.78125
1688,193540.59375
1689,192209.421875
1690,189617.53125
1691,177357.921875
1692,268280.46875
1693,170885.984375
1694,181528.34375
1695,163025.5625
1696,266316.875
1697,168277.5625
1698,355280.71875
1699,302705.84375
1700,242180.59375
1701,273697.09375
1702,249350.96875
1703,260140.953125
1704,268757.03125
1705,234284.875
1706,450333.65625
1707,218881.046875
1708,194805.734375
1709,276804.0
1710,222401.71875
1711,246282.640625
1712,288286.65625
1713,246400.578125
1714,221614.109375
1715,199527.953125
1716,191157.21875
1717,181269.546875
1718,145939.625
1719,209144.375
1720,245269.84375
1721,179106.609375
1722,130097.210938
1723,157399.921875
1724,216545.265625
1725,238614.96875
1726,189764.609375
1727,166287.5625
1728,189322.28125
1729,169023.359375
1730,157398.875
1731,122630.421875
1732,128358.179688
1733,115329.671875
1734,119996.984375
1735,135644.515625
1736,118073.867188
1737,310519.15625
1738,228355.375
1739,247712.703125
1740,218057.65625
1741,193588.953125
1742,161633.359375
1743,174307.59375
